vin;estado;numero_millas;color_interior;color_exterior;precio_rel;value_for_money_rating_rel;consumer_rating;consumer_reviews;comfort_rating;reliability_rating;exterior_styling_rating;performance_rating;interior_design_rating;marca;modelo;year;nombre_vendedor
5XYKWDA22CG188484;Used;213000;Black;Titanium Silver;43.000;4.4;4.4;154;4.4;4.4;4.6;4.2;4.5;Kia;Sorento SX;2012;Rochester Wholesale Auto Sales
2HGFC2E86KH567017;Used;49051;Black;Lunar Silver Metallic;43.000;4.8;4.9;275;4.8;4.9;4.9;4.9;4.8;Honda;Civic Sport;2019;SMH Auto Sales
1FAHP55S53A107748;Used;83368;Tan;Green;8.000;4.3;4.2;62;4.4;4.2;4.1;4;4.1;Ford;Taurus SES;2003;West End Auto Sales
2T2HZMDA5LC257325;Used;10913;Black;Atomic Silver;40.000;4.7;4.8;76;4.9;4.9;4.8;4.8;4.8;Lexus;RX 350 Base;2020;Rick Hendrick Chevrolet Buick GMC
5XYPG4A36LG627312;Used;21055;Black;Gray;24.000;4.6;4.7;76;4.8;4.7;4.8;4.7;4.7;Kia;Sorento LX;2020;Bev Smith Toyota
5TFDM5F12KX080527;New;36236;Graphite;Super White;56.000;4.7;4.8;126;4.9;4.9;4.9;4.9;4.7;Toyota;Tundra SR5;2019;Faulkner Toyota of Harrisburg
JTHBL5EF0A5091803;Used;97315;Beige;Black Metallic;54.000;4.7;4.7;27;4.8;4.8;4.6;4.8;4.6;Lexus;LS 460 Base;2010;LF Autos
1GCRWBEH8KZ230805;Used;44844;Gideon;Shadow Gray Metallic;32.000;4;4.3;245;4.4;4.2;4.6;4.3;4.2;Chevrolet;Silverado 1500 Custom;2019;Bomnin Chevrolet Dadeland
WBA3A5P54F7S84507;Used;48478;Brown;White;55.000;4.5;4.7;107;4.7;4.6;4.8;4.8;4.7;BMW;328 i;2015;Ferco Motors
WP1AG2A59MLB51640;New;7484;Black;White;63.000;4.7;4.9;3;4.7;5;4.7;5;5;Porsche;Macan GTS;2021;Porsche Delaware
SALWR2SU1MA757977;Used;14829;Ebony;Eiger Grey;36.000;4.3;4.8;6;4.8;4.7;5;5;4.8;Land;Rover Range Rover Sport HSE Silver Edition;2021;Land Rover Jaguar Main Line
WBA8A3C53JA357495;Used;31948;Black;Black Sapphire Metallic;22.000;4.8;4.9;50;4.9;5;4.8;4.9;4.8;BMW;320 320i xDrive;2018;R&J Automotive Company LLC
WBADN53482GF70742;Used;81467;Beige;Green;63.000;4.3;4.6;13;4.7;4.2;4.5;4.9;4.5;BMW;540 i;2002;neal
JM1BPBCM5K1107234;Used;15875;Black;Soul Red Crystal Metallic;32.000;4.7;4.8;36;4.8;4.7;4.9;4.7;4.8;Mazda;Mazda3 AWD w/Preferred Package;2019;Prestige Imports Auto Sales
WBA8E5G56JNV02273;Used;65946;Venetian Beige;Black;36.000;4.8;4.9;50;4.9;5;4.8;4.9;4.8;BMW;320 i xDrive;2018;Car n Drive
KMHGN4JE1KU292590;Used;20870;Black;Black;54.000;4.7;4.7;28;4.7;4.6;4.8;4.6;4.8;Genesis;G80 3.8;2019;Towne Hyundai
5NMS3CAD2LH143748;Used;28466;Espresso;Twilight Black;33.000;4.8;4.8;202;4.9;4.9;4.9;4.7;4.8;Hyundai;Santa Fe SEL 2.4;2020;Sansone Rt 1 Auto Mall
5NMS3CAD7LH243585;Used;13924;Black;Blue;38.000;4.8;4.8;202;4.9;4.9;4.9;4.7;4.8;Hyundai;Santa Fe SEL 2.4;2020;Curry Subaru
5YJYGDEE8LF049382;Used;9561;Black;Blue;35.000;3.3;3.7;10;3.9;4;3.8;4.1;3.8;Tesla;Model Y Long Range;2020;Victory Mitsubishi
WDDUG8GB5KA475892;New;25046;Brown;BL;34.000;4.4;4.6;14;5;4.3;4.7;4.4;4.8;Mercedes-Benz;S-Class S 560 4MATIC;2019;Mercedes-Benz of White Plains
5TDBK3EH6DS216313;Used;60419;Black;Black;30.000;4.7;4.7;140;4.7;4.8;4.7;4.7;4.7;Toyota;Highlander Base Plus;2013;Mazda of New Rochelle
1C4RJFAG2KC529809;Used;25815;Black;Black;103.000;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Altitude;2019;Jamaica 26 Motors
5J8YD4H33LL003136;Used;12374;Ebony;Platinum White Pearl;45.000;4.8;4.9;50;4.9;4.9;4.8;4.9;4.9;Acura;MDX 3.5L;2020;South Shore Mitsubishi
WBS8M9C30H5G85628;Used;19847;Sakhir Orange;Gray;31.000;4.5;4.7;11;4.3;4.9;4.9;4.9;4.6;BMW;M3 Base;2017;Northshore Motors
3TMCZ5AN1LM343010;Used;18675;Cement;Midnight Black Metallic;66.000;4.7;4.7;123;4.7;4.8;4.9;4.6;4.7;Toyota;Tacoma SR;2020;Chevrolet of Smithtown
5J8YD4H5XLL030416;Used;12304;Espresso;Gray;49.000;4.8;4.9;50;4.9;4.9;4.8;4.9;4.9;Acura;MDX 3.5L w/Technology Package;2020;Anderson Automotive
5YJYGDEE4MF086057;Used;15002;White / Black;Pearl White Multi;15.000;3.7;4;15;4.1;3.8;4.2;4.3;4.2;Tesla;Model Y Long Range;2021;AutoFair Honda
WP0CB2A89DS130327;Used;23698;Black;Black;40.000;4.3;4.7;40;4.6;4.7;4.9;4.9;4.7;Porsche;Boxster S;2013;Jaguar Land Rover Norwood
1YVHZ8CB0A5M55899;Used;97978;Black;Black Cherry Metallic;42.000;4.6;4.6;60;4.6;4.7;4.6;4.6;4.5;Mazda;Mazda6 s Grand Touring;2010;Autocenter Sales & Service
JTEBU5JR5J5515471;Used;46525;Black;Black;19.000;4.7;4.8;253;4.8;4.9;4.9;4.7;4.7;Toyota;4Runner Limited;2018;Atlantic Toyota
JF2SKACCXKH587845;Used;30403;Black;Ice Silver Metallic;29.000;4.7;4.7;279;4.8;4.8;4.7;4.6;4.7;Subaru;Forester;2019;Tri-City Chrysler Dodge Jeep Ram
1GYKNERS1JZ246381;New;45313;Jet Black;Stellar Black Metallic;37.000;4.6;4.8;131;4.8;4.8;4.9;4.7;4.8;Cadillac;XT5 Premium Luxury;2018;Findlay Cadillac
5YJYGDEEXLF020479;Used;12332;White / Black;White;87.000;3.3;3.7;10;3.9;4;3.8;4.1;3.8;Tesla;Model Y Long Range;2020;Gilroy Chevrolet
5UXTR7C57KLR39536;Used;34565;Canberra Beige;Phytonic Blue Metallic;37.000;4.3;4.7;99;4.7;4.6;4.8;4.8;4.7;BMW;X3 sDrive30i;2019;INFINITI of San Jose
5UXTR7C53KLE94067;Used;57583;Black;Jet Black;32.000;4.3;4.7;99;4.7;4.6;4.8;4.8;4.7;BMW;X3 sDrive30i;2019;Stevens Creek Showcase
JTEBU5JR2C5089838;Used;151989;Black / Graphite;Silver;80.000;4.6;4.7;34;4.7;4.9;4.9;4.4;4.6;Toyota;4Runner Limited;2012;Apexcars.net
2HGFC3B35JH353701;Used;12123;Black;Crystal Black Pearl;32.000;4.8;4.8;546;4.7;4.8;4.9;4.8;4.7;Honda;Civic EX-T;2018;AutoNation Toyota Hayward
5UXCR6C58KLL00897;Used;14950;Black;White;40.000;4.4;4.7;55;5;4.6;4.7;4.9;4.9;BMW;X5 xDrive40i;2019;Lexus of Marin
5YFS4RCEXLP053694;Used;10514;Black;Blue;31.000;4.7;4.7;233;4.7;4.8;4.8;4.7;4.7;Toyota;Corolla SE;2020;Best Western Motors
JTEBU5JR1J5604969;New;39866;Black Graphite;Black;61.000;4.7;4.8;253;4.8;4.9;4.9;4.7;4.7;Toyota;4Runner Limited;2018;Right Toyota
1FMJK1KT7LEA20583;Used;59742;Black;Black;37.000;4.3;4.5;15;4.7;4.3;4.7;4.5;4.7;Ford;Expedition Max Limited;2020;Trucks Only!
5FNYF6H03NB014525;Used;3756;Black;Crystal Black Pearl;30.000;5;5;1;5;5;5;5;5;Honda;Pilot Elite;2022;TJ Chapman Auto LLC
5FNYF6H02NB008053;Used;4084;Gray;Gray;48.000;5;5;1;5;5;5;5;5;Honda;Pilot Elite;2022;TJ Chapman Auto LLC
JF2SJAAC9EH461776;Used;154866;Dark Gray;Burnished Bronze Metallic;21.000;4.4;4.4;214;4.4;4.6;4.4;4.5;4.3;Subaru;Forester 2.5i;2014;AutoSavvy Woods Cross
JF2SKARC7MH460769;Used;13925;Gray;Dark Blue Pearl;40.000;4.8;4.9;109;4.9;4.9;4.8;4.9;4.9;Subaru;Forester Sport;2021;AutoSavvy Boise
2FMPK4K92LBA56466;Used;60802;Ebony;Agate Black;25.000;4.8;4.9;141;4.9;4.9;4.9;4.9;4.9;Ford;Edge Titanium;2020;Steves Hometown Motors
4S4WMARD0L3401024;Used;12090;Java Brown;Cinnamon Brown Pearl;31.000;4.7;4.8;83;4.8;4.8;4.9;4.8;4.8;Subaru;Ascent Touring 7-Passenger;2020;AutoNation Subaru Arapahoe
1GCUYEED7KZ141374;Used;26589;Black;Black;41.000;4;4.3;245;4.4;4.2;4.6;4.3;4.2;Chevrolet;Silverado 1500 RST;2019;Auto Warehouse
JTJHGKFA8L2009397;Used;11559;Parchment;Matador Red Mica;29.000;5;5;1;5;5;5;5;5;Lexus;RX 450hL Base;2020;Tacoma Nissan
JF2SKAJC1MH534960;Used;14634;Black;Crystal Black Silica;39.000;4.8;4.9;109;4.9;4.9;4.8;4.9;4.9;Subaru;Forester Premium;2021;AutoSavvy Post Falls
LYV102DL7KB297262;Used;34148;Blond;Onyx Black;28.000;4.8;4.9;82;5;4.9;4.9;4.9;4.9;Volvo;XC60 T5 Inscription;2019;Principle Volvo Cars San Antonio
LYV102DK1KB188416;New;32356;Charcoal;Onyx Black Metallic;30.000;4.8;4.9;82;5;4.9;4.9;4.9;4.9;Volvo;XC60 T5 Momentum;2019;Principle Volvo Cars San Antonio
YV4162UM3K2123341;Used;15038;Charcoal;Crystal White;27.000;4.6;4.8;103;4.9;4.7;4.9;4.8;4.8;Volvo;XC40 T5 R-Design;2019;Principle Volvo Cars San Antonio
5UXCR4C09L9B36327;Used;31831;Canberra Beige;Jet Black;39.000;4.4;4.7;53;4.8;4.7;4.7;4.8;4.8;BMW;X5 sDrive40i;2020;BMW MINI of Arlington
JM3KFADM7K1649857;Used;30322;Black;Jet Black Mica;35.000;4.8;4.8;230;4.8;4.8;4.9;4.8;4.8;Mazda;CX-5 Grand Touring;2019;Lone Star Toyota of Lewisville
JTEBU5JR7K5713664;Used;39855;Black Graphite;Midnight Black Metallic;32.000;4.7;4.8;189;4.8;4.9;4.8;4.8;4.7;Toyota;4Runner Limited;2019;Longo Toyota of Prosper
WBABC4C5XKBU96198;Used;34021;Fiona Red;Carbon Black Metallic;50.000;4.8;5;5;5;5;5;5;5;BMW;M850 i xDrive;2019;Autos of Dallas
2C3CDZAGXLH230649;New;33296;Black;Indigo Blue;29.000;4.8;4.9;72;4.9;4.9;5;4.9;4.9;Dodge;Challenger SXT;2020;Richardson Chrysler Jeep Dodge Ram
5YJ3E1EC1MF869804;Used;32600;White / Black;Pearl White Multi;46.000;2;3;1;3;1;4;5;4;Tesla;Model 3 Performance;2021;Brandon Tomes Subaru
KM8SRDHF2JU271811;Used;32770;Gray;Monaco White;30.000;4.6;4.7;75;4.7;4.8;4.8;4.6;4.7;Hyundai;Santa Fe Limited Ultimate;2018;Precision Auto Sales
2C3CDZAG6LH246704;Used;20396;Black;Smoke Show;34.000;4.8;4.9;72;4.9;4.9;5;4.9;4.9;Dodge;Challenger SXT;2020;Toyota of Rockwall
1FTEW1EP2KFB44553;Used;19615;Black;Silver;54.000;4.6;4.8;425;4.9;4.7;4.8;4.8;4.8;Ford;F-150 XLT;2019;Billion Auto - Mazda
WBA5R7C52KAE83015;Used;39669;Black;Jet Black;32.000;4.6;4.9;30;4.9;4.9;4.9;5;4.9;BMW;330 i xDrive;2019;BMW of Kansas City South
5J6RW1H57KA019521;Used;30340;Gray;Gunmetal Metallic;24.000;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX;2019;Mercedes-Benz of West Houston
JTEBU5JR8G5326631;Used;50116;Black;Black;41.000;4.6;4.7;140;4.7;4.9;4.8;4.6;4.6;Toyota;4Runner Trail Premium;2016;MINI of The Woodlands
5J8YD3H52LL000885;Used;30260;Ebony;Majestic Black Pearl;26.000;4.8;4.9;50;4.9;4.9;4.8;4.9;4.9;Acura;MDX 3.5L w/Technology Package;2020;Big Star Honda
4S3GKAA68H3601314;Used;40060;Ivory;Blue;30.000;4.8;4.8;175;4.7;4.8;4.8;4.6;4.7;Subaru;Impreza 2.0i;2017;North Imports
JTEGP21A740039991;Used;204440;Tan;Tan;44.000;4.6;4.5;47;4.6;4.7;4.3;4.4;4.3;Toyota;Highlander Base;2004;Northtown Auto Sales
JTJHF10U430306646;Used;77792;Black;Blue;42.000;4.7;4.8;22;4.9;4.7;4.7;4.7;4.7;Lexus;RX 300;2003;Frank Leta Acura
7FARW2H82KE036938;New;36188;Gray;Modern Steel Metallic;40.000;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Mungenast St. Louis Honda
JTEZU5JR7K5194405;Used;37750;Gray;White;53.000;4.7;4.8;189;4.8;4.9;4.8;4.8;4.7;Toyota;4Runner SR5;2019;CarMax Baton Rouge - Now offering Curbside Pickup and Home Delivery
2G1105S38K9142624;Used;55545;Jet Black;Silver Ice Metallic;40.000;4.7;4.7;61;4.8;4.8;4.7;4.8;4.8;Chevrolet;Impala Premier 2LZ;2019;Kunes Chevrolet Cadillac of Delavan
5UXCX4C53KLS35838;Used;27289;Tartufo;Mineral White Metallic;42.000;3.4;4.1;22;4.5;3.5;4.5;4;4.6;BMW;X7 xDrive50i;2019;Perillo Downers Grove
WDDNG86X58A227619;Used;89247;Brown;Blue;27.000;4.6;4.8;43;5;4.6;4.8;5;4.9;Mercedes-Benz;S-Class S 550 4MATIC;2008;Car City Inc
5N1AT2MV9JC824328;Used;75290;Charcoal;Gun Metallic;30.000;4.6;4.7;415;4.7;4.7;4.8;4.6;4.7;Nissan;Rogue SL;2018;Arlington Nissan
1V2TR2CA4MC523852;Used;17123;Mauro Brown;Platinum Gray Metallic;53.000;4.9;4.8;42;4.9;4.9;4.9;4.8;4.7;Volkswagen;Atlas 3.6L SEL Premium;2021;Bob Rohrman's Gurnee Volkswagen
19UUB1F31LA003721;New;37033;Ebony;Majestic Black Pearl;29.000;4.8;4.9;32;4.9;4.9;4.8;4.8;4.8;Acura;TLX FWD;2020;Joe Rizza Acura
JTEBU5JR5K5697741;Used;16854;Redwood;Midnight Black Metallic;21.000;4.7;4.8;189;4.8;4.9;4.8;4.8;4.7;Toyota;4Runner Limited;2019;Gordie Boucher Nissan of Greenfield
2T3WFREV9JW515917;Used;17590;Black;Burgundy;-1;4.7;4.8;770;4.8;4.9;4.8;4.8;4.7;Toyota;RAV4 XLE;2018;CarMax Tinley Park - Now offering Curbside Pickup
1HGCV1F57KA096179;Used;75592;Black;Black;43.000;4.7;4.7;223;4.7;4.8;4.8;4.7;4.8;Honda;Accord EX-L 1.5T;2019;Stars Auto Sales
4JGFB4KB4LA139360;Used;31179;Black;Polar White;42.000;3.9;4.3;75;4.6;4.1;4.6;4;4.6;Mercedes-Benz;GLE 350 Base 4MATIC;2020;Toyota of Lincoln Park
WBA5R1C51KAJ98753;Used;19377;Cognac;Black Sapphire Metallic;17.000;4.6;4.9;30;4.9;4.9;4.9;5;4.9;BMW;330 i;2019;Century Automotive
5UXTS3C51KLR72979;Used;33855;Black;Alpine White;47.000;4.3;4.7;99;4.7;4.6;4.8;4.8;4.7;BMW;X3 M40i;2019;Century Automotive
WA1EECF37M1144388;Used;12051;Okapi Brown;Ibis White;46.000;4.9;5;8;5;4.9;4.9;5;5;Audi;Q3 45 S line Premium;2021;Jack Ingram Motors
WA1EECF33M1131038;Used;13109;Okapi Brown;Glacier White Metallic;34.000;4.9;5;8;5;4.9;4.9;5;5;Audi;Q3 45 S line Premium;2021;Jack Ingram Motors
WDC0G4KB9KV191113;New;19782;Silk Beige / Black;Black;35.000;4.5;4.6;72;4.8;4.6;4.7;4.6;4.8;Mercedes-Benz;GLC 300 Base 4MATIC;2019;Mercedes-Benz of Fort Mitchell
5UXTA6C01M9G38169;Used;10500;Brown;Blue;47.000;4;4.6;5;4.8;4.6;4.6;4.8;4.6;BMW;X5 PHEV xDrive45e;2021;Bryan
KMUHB4SB0MU046443;Used;6914;Black;Lima Red;39.000;4.8;4.8;19;4.9;4.6;4.8;4.8;4.8;Genesis;GV80 2.5T;2021;Southtowne Hyundai Riverdale
WAUC4CF59JA087959;Used;49950;Magma Red;Gray;25.000;4.4;4.7;42;4.8;4.8;4.7;4.6;4.9;Audi;S5 3.0T Prestige;2018;Wholesale Auto Purchasing
5FNYF5H59KB041245;Used;36790;Beige;Deep Scarlet Pearl;12.000;4.7;4.8;223;4.9;4.8;4.7;4.7;4.8;Honda;Pilot EX-L;2019;Honda Marysville
WDC0G4KB9KF602486;Used;10662;Black;Gray;30.000;4.5;4.6;72;4.8;4.6;4.7;4.6;4.8;Mercedes-Benz;GLC 300 Base 4MATIC;2019;Peter
KL8CB6SA1LC416084;Used;14035;Gray;Gray;22.000;4.8;4.7;39;4.5;4.8;4.9;4.4;4.7;Chevrolet;Spark LS;2020;Auto Palace
5NPD74LFXKH412257;Used;11326;Black;Phantom Black;36.000;4.7;4.7;132;4.7;4.8;4.7;4.6;4.7;Hyundai;Elantra SE;2019;CarMax Columbus Sawmill - Now offering Curbside Pickup and Home Delivery
5NPD74LF3KH492484;Used;43148;Gray;Phantom Black;30.000;4.7;4.7;132;4.7;4.8;4.7;4.6;4.7;Hyundai;Elantra SE;2019;Herrnstein Hyundai
1GNSKJKC7FR683424;Used;89990;Gray;Black;35.000;4.2;4.6;77;4.8;4.6;4.7;4.6;4.6;Chevrolet;Suburban 1500 LT;2015;Northeast Auto Gallery
WDDNG9EB6CA476029;Used;59725;Ash / Grey;Metallic;60.000;4.6;4.8;36;4.9;4.8;4.8;4.8;4.8;Mercedes-Benz;S-Class S 550 4MATIC;2012;Northeast Auto Gallery
1N6ED0EB8LN723510;Used;11510;Black;Glacier White;269.000;4.6;4.6;31;4.7;4.5;4.6;4.6;4.5;Nissan;Frontier PRO-4X;2020;Benson Kia
1HGCV1F5XJA185307;Used;87091;Gray;Modern Steel Metallic;24.000;4.7;4.8;652;4.8;4.8;4.8;4.7;4.8;Honda;Accord EX-L 1.5T;2018;Auto Kingdom
1C4RJFBG0KC555534;Used;32858;Black;Granite Crystal Clearcoat Metallic;34.000;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Scott Clark Toyota
JM3KFADM3K1630108;Used;23639;Parchment;Jet Black Mica;22.000;4.8;4.8;230;4.8;4.8;4.9;4.8;4.8;Mazda;CX-5 Grand Touring;2019;Gettel Nissan
WBAUP9C54AVL89249;Used;94876;Black;Black Sapphire Metallic;38.000;4.8;4.7;10;4.3;4.7;4.9;4.8;4.4;BMW;128 128i;2010;A & H Quality Cars
SALGS2EF6GA282398;Used;73178;Ebony / Ebony;Corris Grey;39.000;4.5;4.8;29;5;4.7;4.9;5;4.9;Land;Rover Range Rover;2016;Audi Chantilly
1FTFW1EF0BFA47010;Used;141281;Pale Adobe;Black;36.000;4.4;4.5;262;4.7;4.5;4.6;4.5;4.5;Ford;F-150 Lariat;2011;Auto Trademark
JTHBN36FX40140259;Used;90908;Saddle;Crystal White;31.000;4.8;4.8;44;4.8;4.9;4.7;4.9;4.9;Lexus;LS 430 Base (A6);2004;Sullivan Auto Trading Inc.
2T2HZMDA6LC228187;Used;17212;Black;White;40.000;4.7;4.8;76;4.9;4.9;4.8;4.8;4.8;Lexus;RX 350 Base;2020;Sheehy Lexus of Richmond
WAU2GAFC7GN039559;Used;21603;Black;Mythos Black Metallic;37.000;4.3;4.7;27;4.7;4.7;4.9;4.9;4.6;Audi;A7 3.0T Prestige;2016;Audi Tysons Corner
JM1GL1XY7L1513901;Used;35332;Parchment;Jet Black Mica;49.000;4.9;4.9;22;5;4.9;5;4.9;5;Mazda;Mazda6 Sport;2020;Sheehy Ford Lincoln of Gaithersburg
KMHE24L14GA041503;Used;72278;Gray;Diamond White Pearl;58.000;4.9;4.8;31;4.8;4.7;4.8;4.7;4.7;Hyundai;Sonata Hybrid SE;2016;Sheehy Hyundai of Waldorf
ZARFAEEN7H7551320;Used;22855;Black;Gray;23.000;4.5;4.7;98;4.6;4.4;5;4.9;4.7;Alfa;Romeo Giulia Ti;2017;Tom
WDDSJ4EB2KN715137;New;30820;Black;Polar White;43.000;3.9;4.1;17;3.9;4.3;4.5;4.1;4;Mercedes-Benz;CLA 250 Base;2019;Mercedes-Benz of Miami
2T1BURHP2HC885791;Used;54898;Gray;Aqua;47.000;4.7;4.7;381;4.7;4.8;4.7;4.6;4.7;Toyota;Corolla LE;2017;Ferco Motors
5FRYD3H43GB011147;Used;71815;Ebony;Charcoal;100.000;4.5;4.6;114;4.7;4.6;4.5;4.5;4.5;Acura;MDX 3.5L w/Technology Package;2016;Executive Auto Gallery
KNMAT2MV3GP673833;New;74430;Charcoal;Magnetic Black;60.000;4.4;4.5;317;4.6;4.6;4.6;4.4;4.5;Nissan;Rogue SV;2016;Kelly Nissan
2HGFC2F69KH578977;Used;29879;Black;Modern Steel Metallic;43.000;4.8;4.9;275;4.8;4.9;4.9;4.9;4.8;Honda;Civic LX;2019;Piazza Honda of Springfield
2T2HK31U08C066903;Used;90958;Beige;Blue;25.000;4.5;4.6;79;4.7;4.7;4.6;4.7;4.4;Lexus;RX 350 Base (A5);2008;J&S Autohaus III
5FNRL6H74KB128460;New;14494;Mocha;Pacific Pewter Metallic;26.000;4.3;4.6;133;4.8;4.5;4.7;4.5;4.6;Honda;Odyssey EX-L;2019;Hamilton Honda
5UXCR6C57KLL34295;Used;18031;Black;Black Sapphire Metallic;31.000;4.4;4.7;55;5;4.6;4.7;4.9;4.9;BMW;X5 xDrive40i;2019;Paul Miller BMW
19UDE2F83LA009304;Used;29085;Red;Platinum White Pearl;26.000;4.4;4.5;16;4.5;4.4;4.7;4.5;4.6;Acura;ILX Premium & A-SPEC Packages;2020;Acura of Wappingers Falls
JTEEP21A860178652;Used;96442;Ash;Black;49.000;4.7;4.7;57;4.7;4.9;4.4;4.6;4.5;Toyota;Highlander Limited w/3rd Row;2006;Frank Krause Automotive
JF2SKACC6KH494496;New;12679;Gray;Crystal Black Silica;69.000;4.7;4.7;279;4.8;4.8;4.7;4.6;4.7;Subaru;Forester;2019;Brattleboro Subaru
JF2SKAAC1KH453602;Used;10460;Gray;Crystal White Pearl;49.000;4.7;4.7;279;4.8;4.8;4.7;4.6;4.7;Subaru;Forester;2019;Star Auto Sales
WBS4Y9C07LFH41804;Used;6626;Black;White;29.000;4;4.9;1;5;5;5;5;5;BMW;M4 Base;2020;Pacific BMW
3VV2B7AX0KM051491;New;28601;Black;Deep Black Pearl Effect;56.000;4.5;4.5;136;4.6;4.5;4.6;4.3;4.7;Volkswagen;Tiguan 2.0T SE;2019;New Century Volkswagen
1GYKPDRS3MZ106437;Used;10932;Dark Auburn;Stellar Black Metallic;30.000;4.8;4.9;9;4.8;5;5;4.8;4.9;Cadillac;XT6 Premium Luxury AWD;2021;Giant Chevrolet
3GNKBFRS3LS674609;Used;11843;Jet Black;Black;28.000;4.5;4.7;67;4.8;4.8;4.9;4.8;4.7;Chevrolet;Blazer Premier;2020;Giant Chevrolet
5J6RW1H84KA038618;Used;21868;Black;Black;32.000;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Jim Marsh Chrysler Jeep
WP0BA2A99CS728066;Used;41198;Black;Blue;52.000;4.5;4.8;37;4.5;4.8;4.9;5;4.7;Porsche;911 Targa 4;2012;CarMax Fremont - Now offering Curbside Pickup and Home Delivery
WDDWF8DB6KR500526;New;35825;Black;Black;32.000;4.5;4.8;40;4.8;4.7;4.8;4.8;4.8;Mercedes-Benz;C-Class C 300;2019;Mercedes-Benz of Pleasanton
WDDKJ6FB0FF295677;Used;102893;Black;Steel Gray Metallic;29.000;4.6;4.8;61;4.8;4.8;4.8;4.8;4.7;Mercedes-Benz;E-Class E 400;2015;AutoNation Toyota Hayward
WAUK8HFF4J1000989;Used;64403;Black;Florett Silver Metallic;29.000;4.7;4.9;34;4.9;4.9;4.9;4.9;4.9;Audi;A3 2.0T Prestige;2018;AutoNation USA Phoenix
1C4RJEBG2HC888367;Used;16929;Black;Granite Crystal Clearcoat Metallic;50.000;4.6;4.8;334;4.8;4.8;4.8;4.7;4.8;Jeep;Grand Cherokee Limited;2017;Bill Luke Chrysler Jeep Dodge RAM
4S4BSANCXJ3329263;Used;47445;Black;Crystal White Pearl;28.000;4.7;4.7;445;4.8;4.8;4.7;4.6;4.7;Subaru;Outback 2.5i Limited;2018;AutoNation Subaru Scottsdale
JM3KFADMXJ0394464;Used;37852;Parchment;Jet Black Mica;36.000;4.8;4.8;270;4.8;4.8;4.8;4.7;4.8;Mazda;CX-5 Grand Touring;2018;AutoNation Buick GMC West
WP1AB2A22FLA56148;Used;56557;Black;White;28.000;4.8;4.9;13;5;4.9;4.9;4.9;4.9;Porsche;Cayenne S;2015;Payless Auto Sales Lakewood
5UXCR6C08L9C49858;Used;10422;Black;Alpine White;37.000;4.4;4.7;53;4.8;4.7;4.7;4.8;4.8;BMW;X5 xDrive40i;2020;BMW Northwest
2T2BK1BA7CC125419;Used;124282;Black;Starfire Pearl;30.000;4.7;4.8;73;4.8;4.9;4.7;4.8;4.8;Lexus;RX 350 Base;2012;AutoNation Audi Volkswagen Spokane
1G4ZR5SS2HU159854;Used;33148;Light Neutral;Pepperdust Metallic;36.000;4.8;4.8;95;4.9;4.7;4.8;4.8;4.8;Buick;LaCrosse Premium;2017;Four Stars Chrysler Dodge Jeep Ram
1GYKNBRSXHZ326738;Used;39535;Black;Stellar Black Metallic;32.000;4.4;4.6;198;4.7;4.6;4.8;4.6;4.7;Cadillac;XT5 Luxury;2017;Nissan of Boerne
5UXTR9C54JLD61151;New;32702;Canberra Beige;Blue Metallic;26.000;4.4;4.8;64;4.9;4.6;4.9;4.8;4.9;BMW;X3 xDrive30i;2018;BMW of San Antonio
5YJYGDEFXMF076271;Used;12708;White / Black;Pearl White Multi;63.000;3.7;4;15;4.1;3.8;4.2;4.3;4.2;Tesla;Model Y Performance;2021;INFINITI of San Antonio
3PCAJ5M1XKF138652;New;19527;Graphite;Black Obsidian;47.000;4.5;4.7;87;4.9;4.7;4.9;4.6;4.8;INFINITI;QX50 ESSENTIAL;2019;INFINITI of San Antonio
LYV102RK0KB183698;Used;33921;Maroon Brown;Pine Gray Metallic;42.000;4.8;4.9;82;5;4.9;4.9;4.9;4.9;Volvo;XC60 T5 Momentum;2019;Principle Volvo Cars San Antonio
2C3CDZAG5LH105364;Used;34283;Black;Indigo Blue;42.000;4.8;4.9;72;4.9;4.9;5;4.9;4.9;Dodge;Challenger SXT;2020;EchoPark Automotive Dallas
WA1ANAFY7K2050680;Used;28251;Atlas Beige / Gray;Moonlight Blue Metallic;83.000;4.5;4.7;42;4.8;4.7;4.7;4.7;4.6;Audi;Q5 2.0T Premium;2019;EchoPark Automotive Dallas
3MZBPACL2MM254275;Used;11945;Black / Navy Blue;Snowflake White Pearl;30.000;4.9;4.9;18;4.8;4.8;4.9;4.9;4.8;Mazda;Mazda3 FWD w/Preferred Package;2021;South Point Hyundai
3KPF24AD4ME356753;Used;14606;Gray;Black;23.000;4.8;4.8;46;4.8;4.8;4.9;4.8;4.9;Kia;Forte FE;2021;For Less Autohaus
